Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Botswana,2002,Male,Not applicable,Percent,73.52109
Botswana,2002,All genders,Not applicable,Percent,75.65077
Botswana,2001,Male,Not applicable,Percent,72.9455
Botswana,2001,All genders,Not applicable,Percent,74.75813
Botswana,2001,Female,Not applicable,Percent,76.58798
Botswana,2000,Male,Not applicable,Percent,72.81949
Botswana,2000,Female,Not applicable,Percent,77.62936
Botswana,2000,All genders,Not applicable,Percent,75.21376
Botswana,1999,All genders,Not applicable,Percent,73.51929
Botswana,1999,Female,Not applicable,Percent,75.97211
Botswana,1999,Male,Not applicable,Percent,71.08769
Botswana,1998,Male,Not applicable,Percent,69.59531
Botswana,1998,Female,Not applicable,Percent,75.55136
Botswana,1998,All genders,Not applicable,Percent,72.56073
Botswana,1995,All genders,Not applicable,Percent,56.89172
Botswana,1995,Female,Not applicable,Percent,59.62912
Botswana,1995,Male,Not applicable,Percent,54.17313
Botswana,1994,Male,Not applicable,Percent,47.86766
Botswana,1994,Female,Not applicable,Percent,52.58177
Botswana,1994,All genders,Not applicable,Percent,50.21785
Botswana,1993,All genders,Not applicable,Percent,51.41528
Botswana,1993,Female,Not applicable,Percent,54.72226
Botswana,1993,Male,Not applicable,Percent,48.12615
Botswana,1992,Male,Not applicable,Percent,43.9771
Botswana,1992,Female,Not applicable,Percent,50.93232
Botswana,1992,All genders,Not applicable,Percent,47.4458
Botswana,1991,Female,Not applicable,Percent,51.97366
Botswana,1991,All genders,Not applicable,Percent,48.06532
Botswana,1991,Male,Not applicable,Percent,44.17587
Botswana,1990,Female,Not applicable,Percent,41.86971
Botswana,1990,Male,Not applicable,Percent,37.67328
Botswana,1990,All genders,Not applicable,Percent,39.76681
Botswana,1989,Female,Not applicable,Percent,37.50336
Botswana,1989,All genders,Not applicable,Percent,36.11797
Botswana,1989,Male,Not applicable,Percent,34.73814
Botswana,1988,Female,Not applicable,Percent,31.3913
Botswana,1988,Male,Not applicable,Percent,30.28851
Botswana,1988,All genders,Not applicable,Percent,30.8389
Botswana,1987,Male,Not applicable,Percent,30.42428
Botswana,1987,All genders,Not applicable,Percent,31.11832
Botswana,1987,Female,Not applicable,Percent,31.81469
Botswana,1986,Male,Not applicable,Percent,28.43117
Botswana,1986,Female,Not applicable,Percent,31.19699
Botswana,1986,All genders,Not applicable,Percent,29.81188
Botswana,1985,Male,Not applicable,Percent,26.33693
Botswana,1985,All genders,Not applicable,Percent,28.07366
Botswana,1985,Female,Not applicable,Percent,29.81594
Botswana,1984,Male,Not applicable,Percent,23.10346
Botswana,1984,Female,Not applicable,Percent,26.56559
Botswana,1984,All genders,Not applicable,Percent,24.83205
Botswana,1983,Male,Not applicable,Percent,18.97378
Botswana,1983,All genders,Not applicable,Percent,20.76604
Botswana,1983,Female,Not applicable,Percent,22.5631
Botswana,1981,Male,Not applicable,Percent,18.05891
Botswana,1981,Female,Not applicable,Percent,22.52181
Botswana,1981,All genders,Not applicable,Percent,20.28768
Botswana,1980,Male,Not applicable,Percent,16.79496
Botswana,1980,All genders,Not applicable,Percent,18.49167
Botswana,1980,Female,Not applicable,Percent,20.19285
Botswana,1979,Male,Not applicable,Percent,16.24875
Botswana,1979,Female,Not applicable,Percent,19.2727
Botswana,1979,All genders,Not applicable,Percent,17.75891
Botswana,1978,Male,Not applicable,Percent,16.604
Botswana,1978,All genders,Not applicable,Percent,17.7664
Botswana,1978,Female,Not applicable,Percent,18.93097
Botswana,1977,Male,Not applicable,Percent,15.69213
Botswana,1977,Female,Not applicable,Percent,18.80799
Botswana,1977,All genders,Not applicable,Percent,17.24916
Botswana,1976,Male,Not applicable,Percent,15.0723
Botswana,1976,All genders,Not applicable,Percent,16.14375
Botswana,1976,Female,Not applicable,Percent,17.21565
Botswana,1975,Male,Not applicable,Percent,14.01862
Botswana,1975,Female,Not applicable,Percent,15.13569
Botswana,1975,All genders,Not applicable,Percent,14.57725
Brazil,2013,All genders,Not applicable,Percent,101.86807
Brazil,2013,Female,Not applicable,Percent,106.14853
Brazil,2013,Male,Not applicable,Percent,97.80697
Brazil,2012,All genders,Not applicable,Percent,95.58373
Brazil,2012,Male,Not applicable,Percent,91.78846
Brazil,2012,Female,Not applicable,Percent,99.51267
Brazil,2011,All genders,Not applicable,Percent,95.26338
Brazil,2011,Female,Not applicable,Percent,99.85424
Brazil,2011,Male,Not applicable,Percent,90.85149
Brazil,2009,All genders,Not applicable,Percent,96.66548
Brazil,2009,Male,Not applicable,Percent,91.45065
Brazil,2009,Female,Not applicable,Percent,102.12363
Brazil,2008,All genders,Not applicable,Percent,96.72012
Brazil,2008,Female,Not applicable,Percent,102.60161
Brazil,2008,Male,Not applicable,Percent,91.1273
Brazil,2007,All genders,Not applicable,Percent,95.17
Brazil,2007,Male,Not applicable,Percent,89.76165
Brazil,2007,Female,Not applicable,Percent,100.83815
Brazil,2005,Female,Not applicable,Percent,106.21454
Brazil,2005,Male,Not applicable,Percent,96.5187
Brazil,2005,All genders,Not applicable,Percent,101.29199
Brazil,2004,All genders,Not applicable,Percent,102.37103
Brazil,2004,Male,Not applicable,Percent,97.55779
Brazil,2004,Female,Not applicable,Percent,107.35144
Brazil,2003,Female,Not applicable,Percent,107.32844
Brazil,2003,Male,Not applicable,Percent,96.59882
Brazil,2003,All genders,Not applicable,Percent,101.86867
Brazil,2002,All genders,Not applicable,Percent,109.99422
Brazil,2002,Male,Not applicable,Percent,105.91827
Brazil,2002,Female,Not applicable,Percent,114.1204
British Virgin Islands,2014,All genders,Not applicable,Percent,97.73733
British Virgin Islands,2013,All genders,Not applicable,Percent,98.3093
British Virgin Islands,2012,All genders,Not applicable,Percent,97.60359
British Virgin Islands,2011,All genders,Not applicable,Percent,96.24625
British Virgin Islands,2010,All genders,Not applicable,Percent,101.6024
British Virgin Islands,2009,All genders,Not applicable,Percent,97.003
British Virgin Islands,2007,All genders,Not applicable,Percent,103.22407
British Virgin Islands,2006,All genders,Not applicable,Percent,108.05295
British Virgin Islands,2005,All genders,Not applicable,Percent,106.68934
British Virgin Islands,2004,All genders,Not applicable,Percent,99.5916
British Virgin Islands,2003,All genders,Not applicable,Percent,97.0868
British Virgin Islands,2002,All genders,Not applicable,Percent,96.48698
Brunei Darussalam,2014,Male,Not applicable,Percent,99.1304
Brunei Darussalam,2014,Female,Not applicable,Percent,99.10092
Brunei Darussalam,2014,All genders,Not applicable,Percent,99.11621
Brunei Darussalam,2013,Male,Not applicable,Percent,103.27984
Brunei Darussalam,2013,All genders,Not applicable,Percent,104.34625
Brunei Darussalam,2013,Female,Not applicable,Percent,105.49686
Brunei Darussalam,2012,Male,Not applicable,Percent,105.03852
Brunei Darussalam,2012,Female,Not applicable,Percent,106.43674
Brunei Darussalam,2012,All genders,Not applicable,Percent,105.71169
Brunei Darussalam,2011,Male,Not applicable,Percent,101.26389
Brunei Darussalam,2011,All genders,Not applicable,Percent,101.08137
Brunei Darussalam,2011,Female,Not applicable,Percent,100.88559
Brunei Darussalam,2010,Male,Not applicable,Percent,98.8635
Brunei Darussalam,2010,Female,Not applicable,Percent,99.65059
Brunei Darussalam,2010,All genders,Not applicable,Percent,99.24432
Brunei Darussalam,2009,Male,Not applicable,Percent,98.25863
Brunei Darussalam,2009,All genders,Not applicable,Percent,98.49552
Brunei Darussalam,2009,Female,Not applicable,Percent,98.7481
Brunei Darussalam,2008,Male,Not applicable,Percent,96.10867
Brunei Darussalam,2008,Female,Not applicable,Percent,97.14164
Brunei Darussalam,2008,All genders,Not applicable,Percent,96.60821
Brunei Darussalam,2007,Male,Not applicable,Percent,95.76089
Brunei Darussalam,2007,All genders,Not applicable,Percent,96.69738
Brunei Darussalam,2007,Female,Not applicable,Percent,97.69881
Brunei Darussalam,2006,Male,Not applicable,Percent,97.57498
Brunei Darussalam,2006,Female,Not applicable,Percent,99.55613
Brunei Darussalam,2006,All genders,Not applicable,Percent,98.53339
Brunei Darussalam,2005,Male,Not applicable,Percent,97.24699
Brunei Darussalam,2005,All genders,Not applicable,Percent,97.63583
Brunei Darussalam,2005,Female,Not applicable,Percent,98.04675
Brunei Darussalam,2004,Male,Not applicable,Percent,93.67944
Brunei Darussalam,2004,Female,Not applicable,Percent,94.4584
Brunei Darussalam,2004,All genders,Not applicable,Percent,94.05978
Brunei Darussalam,2003,Male,Not applicable,Percent,89.16224
Brunei Darussalam,2003,All genders,Not applicable,Percent,89.71531
Brunei Darussalam,2003,Female,Not applicable,Percent,90.29157
Brunei Darussalam,2002,Male,Not applicable,Percent,87.597
Brunei Darussalam,2002,Female,Not applicable,Percent,88.31355
Brunei Darussalam,2002,All genders,Not applicable,Percent,87.94836
Brunei Darussalam,2001,Male,Not applicable,Percent,85.49349
Brunei Darussalam,2001,All genders,Not applicable,Percent,86.5453
Brunei Darussalam,2001,Female,Not applicable,Percent,87.64093
Brunei Darussalam,2000,All genders,Not applicable,Percent,86.2226
Brunei Darussalam,2000,Female,Not applicable,Percent,87.99199
Brunei Darussalam,2000,Male,Not applicable,Percent,84.52912
Brunei Darussalam,1999,All genders,Not applicable,Percent,85.7691
Brunei Darussalam,1999,Male,Not applicable,Percent,83.28339
Brunei Darussalam,1999,Female,Not applicable,Percent,88.32718
Brunei Darussalam,1998,All genders,Not applicable,Percent,82.38039
Brunei Darussalam,1998,Female,Not applicable,Percent,84.79258
Brunei Darussalam,1998,Male,Not applicable,Percent,80.01698
Brunei Darussalam,1994,Female,Not applicable,Percent,79.56526
Brunei Darussalam,1994,Male,Not applicable,Percent,73.89771
Brunei Darussalam,1994,All genders,Not applicable,Percent,76.66206
Brunei Darussalam,1993,Female,Not applicable,Percent,80.0501
Brunei Darussalam,1993,All genders,Not applicable,Percent,76.28448
Brunei Darussalam,1993,Male,Not applicable,Percent,72.72679
Brunei Darussalam,1992,Female,Not applicable,Percent,78.89739
Brunei Darussalam,1992,Male,Not applicable,Percent,70.85178
Brunei Darussalam,1992,All genders,Not applicable,Percent,74.74584
Brunei Darussalam,1991,Female,Not applicable,Percent,77.83527
Brunei Darussalam,1991,Male,Not applicable,Percent,71.5439
Brunei Darussalam,1991,All genders,Not applicable,Percent,74.57848
Brunei Darussalam,1986,All genders,Not applicable,Percent,62.39048
Brunei Darussalam,1985,All genders,Not applicable,Percent,64.84962
Brunei Darussalam,1984,Male,Not applicable,Percent,61.90932
Brunei Darussalam,1984,All genders,Not applicable,Percent,64.58773
Brunei Darussalam,1984,Female,Not applicable,Percent,67.36258
Brunei Darussalam,1983,Male,Not applicable,Percent,63.39036
Brunei Darussalam,1983,Female,Not applicable,Percent,68.9457
Brunei Darussalam,1983,All genders,Not applicable,Percent,66.11406
Brunei Darussalam,1982,Male,Not applicable,Percent,61.24082
Brunei Darussalam,1982,All genders,Not applicable,Percent,63.39978
Brunei Darussalam,1982,Female,Not applicable,Percent,65.66182
Brunei Darussalam,1981,Male,Not applicable,Percent,59.23891
Brunei Darussalam,1981,Female,Not applicable,Percent,63.98497
Brunei Darussalam,1981,All genders,Not applicable,Percent,61.54509
Brunei Darussalam,1980,Male,Not applicable,Percent,58.8652
Brunei Darussalam,1980,All genders,Not applicable,Percent,60.76792
Brunei Darussalam,1980,Female,Not applicable,Percent,62.79991
Brunei Darussalam,1979,All genders,Not applicable,Percent,59.47116
Brunei Darussalam,1979,Female,Not applicable,Percent,61.68416
Brunei Darussalam,1979,Male,Not applicable,Percent,57.43184
Brunei Darussalam,1978,All genders,Not applicable,Percent,58.64484
Brunei Darussalam,1978,Male,Not applicable,Percent,57.0039
Brunei Darussalam,1978,Female,Not applicable,Percent,60.43488
Brunei Darussalam,1977,All genders,Not applicable,Percent,58.63926
Brunei Darussalam,1977,Female,Not applicable,Percent,59.71872
Brunei Darussalam,1977,Male,Not applicable,Percent,57.64549
Brunei Darussalam,1976,All genders,Not applicable,Percent,60.86724
Brunei Darussalam,1976,Male,Not applicable,Percent,60.68534
Brunei Darussalam,1976,Female,Not applicable,Percent,61.06272
Brunei Darussalam,1975,All genders,Not applicable,Percent,59.35101
Brunei Darussalam,1975,Female,Not applicable,Percent,58.09149
Brunei Darussalam,1975,Male,Not applicable,Percent,60.54003
Bulgaria,2014,All genders,Not applicable,Percent,100.87929
Bulgaria,2014,Male,Not applicable,Percent,102.60956
Bulgaria,2014,Female,Not applicable,Percent,99.0442
Bulgaria,2013,Male,Not applicable,Percent,101.14443
Bulgaria,2013,Female,Not applicable,Percent,96.47842
Bulgaria,2013,All genders,Not applicable,Percent,98.87832
Bulgaria,2012,Male,Not applicable,Percent,95.17524
Bulgaria,2012,All genders,Not applicable,Percent,93.17964
Bulgaria,2012,Female,Not applicable,Percent,91.06907
Bulgaria,2011,Male,Not applicable,Percent,95.47359
Bulgaria,2011,Female,Not applicable,Percent,90.76321
Bulgaria,2011,All genders,Not applicable,Percent,93.18286
Bulgaria,2010,Male,Not applicable,Percent,92.42198
Bulgaria,2010,Female,Not applicable,Percent,88.31575
Bulgaria,2010,All genders,Not applicable,Percent,90.42465
Bulgaria,2009,All genders,Not applicable,Percent,89.52446
Bulgaria,2009,Female,Not applicable,Percent,87.85048
Bulgaria,2009,Male,Not applicable,Percent,91.11115
Bulgaria,2008,Male,Not applicable,Percent,92.10081
Bulgaria,2008,Female,Not applicable,Percent,89.04166
Bulgaria,2008,All genders,Not applicable,Percent,90.61116
Bulgaria,2007,Male,Not applicable,Percent,93.59932
Bulgaria,2007,All genders,Not applicable,Percent,91.69475
Bulgaria,2007,Female,Not applicable,Percent,89.69118
Bulgaria,2006,Male,Not applicable,Percent,93.27036
Bulgaria,2006,Female,Not applicable,Percent,89.37661
Bulgaria,2006,All genders,Not applicable,Percent,91.37149
Bulgaria,2005,Male,Not applicable,Percent,92.39605
Bulgaria,2005,All genders,Not applicable,Percent,90.45072
Bulgaria,2005,Female,Not applicable,Percent,88.40612
Bulgaria,2004,Male,Not applicable,Percent,91.18061
Bulgaria,2004,Female,Not applicable,Percent,87.52918
Bulgaria,2004,All genders,Not applicable,Percent,89.40084
Bulgaria,2003,Male,Not applicable,Percent,87.96329
Bulgaria,2003,All genders,Not applicable,Percent,86.89548
Bulgaria,2003,Female,Not applicable,Percent,85.77174
Bulgaria,2002,Male,Not applicable,Percent,96.39233
Bulgaria,2002,Female,Not applicable,Percent,94.11856
Bulgaria,2002,All genders,Not applicable,Percent,95.28423
Bulgaria,2001,Male,Not applicable,Percent,94.56159
Bulgaria,2001,All genders,Not applicable,Percent,93.57995
Bulgaria,2001,Female,Not applicable,Percent,92.54622
Bulgaria,2000,Male,Not applicable,Percent,93.54354
Bulgaria,2000,Female,Not applicable,Percent,91.5321
Bulgaria,2000,All genders,Not applicable,Percent,92.56425
Bulgaria,1999,Male,Not applicable,Percent,92.6782
Bulgaria,1999,All genders,Not applicable,Percent,91.8873
Bulgaria,1999,Female,Not applicable,Percent,91.05275
Bulgaria,1998,Male,Not applicable,Percent,92.48837
Bulgaria,1998,Female,Not applicable,Percent,91.13899
Bulgaria,1998,All genders,Not applicable,Percent,91.83215
Bulgaria,1997,Male,Not applicable,Percent,92.65247
Bulgaria,1997,All genders,Not applicable,Percent,92.55391
Bulgaria,1997,Female,Not applicable,Percent,92.44971
Bulgaria,1996,Male,Not applicable,Percent,93.36278
Bulgaria,1996,All genders,Not applicable,Percent,93.04124
Bulgaria,1996,Female,Not applicable,Percent,92.70113
Bulgaria,1995,All genders,Not applicable,Percent,92.13696
Bulgaria,1995,Female,Not applicable,Percent,92.0841
Bulgaria,1995,Male,Not applicable,Percent,92.18702
Bulgaria,1994,All genders,Not applicable,Percent,90.43506
Bulgaria,1994,Male,Not applicable,Percent,90.56316
Bulgaria,1994,Female,Not applicable,Percent,90.30005
Bulgaria,1993,All genders,Not applicable,Percent,93.2293
Bulgaria,1993,Female,Not applicable,Percent,93.20545
Bulgaria,1993,Male,Not applicable,Percent,93.25197
Bulgaria,1992,All genders,Not applicable,Percent,96.13517
Bulgaria,1992,Male,Not applicable,Percent,95.92595
Bulgaria,1992,Female,Not applicable,Percent,96.35502
Bulgaria,1991,All genders,Not applicable,Percent,98.03159
Bulgaria,1991,Female,Not applicable,Percent,98.12867
Bulgaria,1991,Male,Not applicable,Percent,97.93913
Bulgaria,1990,All genders,Not applicable,Percent,99.10996
Bulgaria,1990,Male,Not applicable,Percent,99.26926
Bulgaria,1990,Female,Not applicable,Percent,98.94269
Bulgaria,1989,All genders,Not applicable,Percent,102.53363
Bulgaria,1989,Female,Not applicable,Percent,102.13797
Bulgaria,1989,Male,Not applicable,Percent,102.91023
Bulgaria,1988,Male,Not applicable,Percent,102.24471
Bulgaria,1988,Female,Not applicable,Percent,101.67836
Bulgaria,1988,All genders,Not applicable,Percent,101.96866
Bulgaria,1987,All genders,Not applicable,Percent,100.26414
Bulgaria,1987,Female,Not applicable,Percent,99.92402
Bulgaria,1987,Male,Not applicable,Percent,100.58716
Bulgaria,1986,Male,Not applicable,Percent,99.34373
Bulgaria,1986,Female,Not applicable,Percent,98.84207
Bulgaria,1986,All genders,Not applicable,Percent,99.09955
Bulgaria,1985,All genders,Not applicable,Percent,93.43819
Bulgaria,1985,Female,Not applicable,Percent,93.17254
Bulgaria,1985,Male,Not applicable,Percent,93.68995
Bulgaria,1984,Male,Not applicable,Percent,92.35481
Bulgaria,1984,Female,Not applicable,Percent,91.92897
Bulgaria,1984,All genders,Not applicable,Percent,92.14766
Bulgaria,1983,Male,Not applicable,Percent,92.23987
Bulgaria,1983,All genders,Not applicable,Percent,91.94093
Bulgaria,1983,Female,Not applicable,Percent,91.62514
Bulgaria,1982,Male,Not applicable,Percent,91.41631
Bulgaria,1982,Female,Not applicable,Percent,90.81713
Bulgaria,1982,All genders,Not applicable,Percent,91.12502
Bulgaria,1981,Male,Not applicable,Percent,90.71341
Bulgaria,1981,All genders,Not applicable,Percent,90.33712
Bulgaria,1981,Female,Not applicable,Percent,89.93907
Bulgaria,1980,Male,Not applicable,Percent,90.84332
Bulgaria,1980,Female,Not applicable,Percent,88.91671
Bulgaria,1980,All genders,Not applicable,Percent,89.90675
Bulgaria,1979,Male,Not applicable,Percent,90.68385
Bulgaria,1979,All genders,Not applicable,Percent,89.66149
Bulgaria,1979,Female,Not applicable,Percent,88.5818
Bulgaria,1978,Male,Not applicable,Percent,93.2786
Bulgaria,1978,Female,Not applicable,Percent,91.34764
Bulgaria,1978,All genders,Not applicable,Percent,92.33886
Bulgaria,1977,Male,Not applicable,Percent,94.11676
Bulgaria,1977,All genders,Not applicable,Percent,93.8966
Bulgaria,1977,Female,Not applicable,Percent,93.66472
Bulgaria,1976,Male,Not applicable,Percent,92.12328
Bulgaria,1976,Female,Not applicable,Percent,90.04382
Bulgaria,1976,All genders,Not applicable,Percent,91.10948
Bulgaria,1975,Male,Not applicable,Percent,95.12162
Bulgaria,1975,All genders,Not applicable,Percent,95.40082
Bulgaria,1975,Female,Not applicable,Percent,95.69365
Burkina Faso,2014,Male,Not applicable,Percent,32.37175
Burkina Faso,2014,Female,Not applicable,Percent,28.2284
Burkina Faso,2014,All genders,Not applicable,Percent,30.33527
Burkina Faso,2013,Male,Not applicable,Percent,30.68576
Burkina Faso,2013,All genders,Not applicable,Percent,28.36573
Burkina Faso,2013,Female,Not applicable,Percent,25.9647
Burkina Faso,2012,Male,Not applicable,Percent,28.58593
Burkina Faso,2012,Female,Not applicable,Percent,23.20275
Burkina Faso,2012,All genders,Not applicable,Percent,25.94084
Burkina Faso,2011,Male,Not applicable,Percent,26.72391
Burkina Faso,2011,All genders,Not applicable,Percent,23.84521
Burkina Faso,2011,Female,Not applicable,Percent,20.86515
Burkina Faso,2010,Male,Not applicable,Percent,24.78072
Burkina Faso,2010,Female,Not applicable,Percent,18.92725
Burkina Faso,2010,All genders,Not applicable,Percent,21.9022
Burkina Faso,2009,Male,Not applicable,Percent,23.2067
Burkina Faso,2009,All genders,Not applicable,Percent,20.28686
Burkina Faso,2009,Female,Not applicable,Percent,17.27608
Burkina Faso,2008,Male,Not applicable,Percent,21.66653
Burkina Faso,2008,Female,Not applicable,Percent,16.06676
Burkina Faso,2008,All genders,Not applicable,Percent,18.90864
Burkina Faso,2007,Male,Not applicable,Percent,18.61552
Burkina Faso,2007,All genders,Not applicable,Percent,16.16433
Burkina Faso,2007,Female,Not applicable,Percent,13.63881
Burkina Faso,2006,Male,Not applicable,Percent,17.40403
Burkina Faso,2006,Female,Not applicable,Percent,12.60506
Burkina Faso,2006,All genders,Not applicable,Percent,15.04075
Burkina Faso,2005,Male,Not applicable,Percent,16.70679
Burkina Faso,2005,All genders,Not applicable,Percent,14.3003
Burkina Faso,2005,Female,Not applicable,Percent,11.82252
Burkina Faso,2004,Male,Not applicable,Percent,15.5944
Burkina Faso,2004,Female,Not applicable,Percent,10.8437
Burkina Faso,2004,All genders,Not applicable,Percent,13.25295
Burkina Faso,2003,Male,Not applicable,Percent,14.30695
Burkina Faso,2003,All genders,Not applicable,Percent,12.07676
Burkina Faso,2003,Female,Not applicable,Percent,9.78261
Burkina Faso,2001,All genders,Not applicable,Percent,10.63872
Burkina Faso,2001,Female,Not applicable,Percent,8.45387
Burkina Faso,2001,Male,Not applicable,Percent,12.76105
Burkina Faso,2000,All genders,Not applicable,Percent,10.42231
Burkina Faso,2000,Male,Not applicable,Percent,12.5492
Burkina Faso,2000,Female,Not applicable,Percent,8.23487
Burkina Faso,1999,All genders,Not applicable,Percent,9.79284
Burkina Faso,1999,Female,Not applicable,Percent,7.45453
Burkina Faso,1999,Male,Not applicable,Percent,12.06776
Burkina Faso,1994,Female,Not applicable,Percent,5.906
Burkina Faso,1994,Male,Not applicable,Percent,10.61355
Burkina Faso,1994,All genders,Not applicable,Percent,8.29025
Burkina Faso,1993,All genders,Not applicable,Percent,7.93457
Burkina Faso,1992,All genders,Not applicable,Percent,7.47781
Burkina Faso,1991,All genders,Not applicable,Percent,7.22927
Burkina Faso,1990,All genders,Not applicable,Percent,6.89189
Burkina Faso,1989,All genders,Not applicable,Percent,6.60605
Burkina Faso,1988,All genders,Not applicable,Percent,5.80519
Burkina Faso,1987,All genders,Not applicable,Percent,5.15767
Burkina Faso,1986,Male,Not applicable,Percent,5.92716
Burkina Faso,1986,All genders,Not applicable,Percent,4.51377
Burkina Faso,1986,Female,Not applicable,Percent,3.06743
Burkina Faso,1985,Male,Not applicable,Percent,4.89612
Burkina Faso,1985,Female,Not applicable,Percent,2.69294
Burkina Faso,1985,All genders,Not applicable,Percent,3.80622
Burkina Faso,1984,Male,Not applicable,Percent,4.17953
Burkina Faso,1984,All genders,Not applicable,Percent,3.21287
Burkina Faso,1984,Female,Not applicable,Percent,2.22656
Burkina Faso,1983,Male,Not applicable,Percent,3.93056
Burkina Faso,1983,Female,Not applicable,Percent,2.03316
Burkina Faso,1983,All genders,Not applicable,Percent,2.99133
Burkina Faso,1982,Male,Not applicable,Percent,3.78739
Burkina Faso,1982,All genders,Not applicable,Percent,2.95149
Burkina Faso,1982,Female,Not applicable,Percent,2.098
Burkina Faso,1981,Male,Not applicable,Percent,3.47668
Burkina Faso,1981,Female,Not applicable,Percent,1.79133
Burkina Faso,1981,All genders,Not applicable,Percent,2.64361
Burkina Faso,1980,Male,Not applicable,Percent,3.13843
Burkina Faso,1980,All genders,Not applicable,Percent,2.48434
Burkina Faso,1980,Female,Not applicable,Percent,1.8162
Burkina Faso,1979,Male,Not applicable,Percent,2.84004
Burkina Faso,1979,Female,Not applicable,Percent,1.41146
Burkina Faso,1979,All genders,Not applicable,Percent,2.13312
Burkina Faso,1978,All genders,Not applicable,Percent,2.00311
Burkina Faso,1977,Male,Not applicable,Percent,2.67279
Burkina Faso,1977,All genders,Not applicable,Percent,1.90966
Burkina Faso,1977,Female,Not applicable,Percent,1.12924
Burkina Faso,1976,Male,Not applicable,Percent,2.35548
Burkina Faso,1976,Female,Not applicable,Percent,1.11379
Burkina Faso,1976,All genders,Not applicable,Percent,1.74227
Burkina Faso,1975,Male,Not applicable,Percent,2.33449
Burkina Faso,1975,All genders,Not applicable,Percent,1.70472
Burkina Faso,1975,Female,Not applicable,Percent,1.06022
Burundi,2014,Female,Not applicable,Percent,34.8233
Burundi,2014,Male,Not applicable,Percent,41.06226
Burundi,2014,All genders,Not applicable,Percent,37.88898
Burundi,2013,Male,Not applicable,Percent,36.2578
Burundi,2013,All genders,Not applicable,Percent,32.27849
Burundi,2013,Female,Not applicable,Percent,28.44792
Burundi,2012,Male,Not applicable,Percent,32.26361
Burundi,2012,Female,Not applicable,Percent,23.71059
Burundi,2012,All genders,Not applicable,Percent,27.89779
Burundi,2011,Male,Not applicable,Percent,30.02853
Burundi,2011,All genders,Not applicable,Percent,25.51768
Burundi,2011,Female,Not applicable,Percent,21.20647
Burundi,2010,Male,Not applicable,Percent,27.15285
Burundi,2010,Female,Not applicable,Percent,18.68815
Burundi,2010,All genders,Not applicable,Percent,22.82431
Burundi,2009,Male,Not applicable,Percent,23.43825
Burundi,2009,All genders,Not applicable,Percent,19.76028
Burundi,2009,Female,Not applicable,Percent,16.24134
Burundi,2007,Male,Not applicable,Percent,17.54338
Burundi,2007,All genders,Not applicable,Percent,14.82829
Burundi,2007,Female,Not applicable,Percent,12.20925
Burundi,2006,All genders,Not applicable,Percent,13.89469
Burundi,2006,Female,Not applicable,Percent,11.65297
Burundi,2006,Male,Not applicable,Percent,16.20347
Burundi,2005,All genders,Not applicable,Percent,12.69901
Burundi,2005,Female,Not applicable,Percent,10.66991
Burundi,2005,Male,Not applicable,Percent,14.78009
Burundi,2004,Female,Not applicable,Percent,9.9281
Burundi,2004,Male,Not applicable,Percent,13.41764
Burundi,2004,All genders,Not applicable,Percent,11.6547
Burundi,2003,Female,Not applicable,Percent,8.84704
Burundi,2003,All genders,Not applicable,Percent,10.24191
Burundi,2003,Male,Not applicable,Percent,11.65993
Burundi,2002,All genders,Not applicable,Percent,10.08816
Burundi,2001,All genders,Not applicable,Percent,9.73215
Burundi,1993,Female,Not applicable,Percent,5.22983
Burundi,1993,All genders,Not applicable,Percent,6.79236
Burundi,1993,Male,Not applicable,Percent,8.37715
Burundi,1992,Female,Not applicable,Percent,4.62697
Burundi,1992,Male,Not applicable,Percent,7.71095
Burundi,1992,All genders,Not applicable,Percent,6.15839
Burundi,1991,Female,Not applicable,Percent,4.25983
Burundi,1991,All genders,Not applicable,Percent,5.8221
Burundi,1991,Male,Not applicable,Percent,7.40532
Burundi,1990,Female,Not applicable,Percent,3.97108
Burundi,1990,Male,Not applicable,Percent,6.48464
Burundi,1990,All genders,Not applicable,Percent,5.21859
Burundi,1989,Female,Not applicable,Percent,3.65315
Burundi,1989,All genders,Not applicable,Percent,4.92556
Burundi,1989,Male,Not applicable,Percent,6.22023
Burundi,1988,Female,Not applicable,Percent,3.25001
Burundi,1988,Male,Not applicable,Percent,5.78102
Burundi,1988,All genders,Not applicable,Percent,4.50256
Burundi,1987,Female,Not applicable,Percent,3.04485
Burundi,1987,All genders,Not applicable,Percent,4.29997
Burundi,1987,Male,Not applicable,Percent,5.5847
Burundi,1986,Female,Not applicable,Percent,2.61212
Burundi,1986,Male,Not applicable,Percent,5.2261
Burundi,1986,All genders,Not applicable,Percent,3.90254
Burundi,1985,Male,Not applicable,Percent,4.8508
Burundi,1985,All genders,Not applicable,Percent,3.64866
Burundi,1985,Female,Not applicable,Percent,2.47735
Burundi,1984,Male,Not applicable,Percent,4.46734
Burundi,1984,Female,Not applicable,Percent,2.1431
Burundi,1984,All genders,Not applicable,Percent,3.29039
Burundi,1983,Male,Not applicable,Percent,4.20302
Burundi,1983,All genders,Not applicable,Percent,3.08325
Burundi,1983,Female,Not applicable,Percent,1.99041
Burundi,1982,Male,Not applicable,Percent,4.08222
Burundi,1982,Female,Not applicable,Percent,2.29794
