Country or Area,Year,Value,Value Footnotes
Venezuela,2014,29.5,
Venezuela,2013,29.4,
Venezuela,2012,27.2,
Venezuela,2011,27.4,
Venezuela,2010,26.8,
Venezuela,2009,26.4,
Venezuela,2008,27.7,
Venezuela,2007,27.5,
Venezuela,2006,33.1,
Venezuela,2005,42.4,
Venezuela,2004,53.1,
Venezuela,2003,54,
Venezuela,2002,41.1,
Venezuela,2001,31.1,
Venezuela,2000,41.6,
Viet Nam,2020,4.8,116
Viet Nam,2019,5.7,116
Viet Nam,2018,6.8,116
Viet Nam,2017,7.9,116
Viet Nam,2016,9.2,116
West Bank and Gaza,2016,29.2,117
West Bank and Gaza,2011,25.8,117
West Bank and Gaza,2010,25.7,117
Yemen,2014,48.6,
Yemen,2005,34.8,
Zambia,2015,54.4,118
Zambia,2010,54.7,118
Zimbabwe,2019,38.3,119
Zimbabwe,2017,30.4,120
Zimbabwe,2011,22.5,121
Zimbabwe,2001,32.2,122
,,,
footnoteSeqID,Footnote,,
1,"Source: National Statistics and Information Authority (NSIA, formerly CSO)Â Â ALCS 2016-17 Poverty report (http://cso.gov.af/Content/files/ALCS/ALCS%202016-17%20Analysis%20report%20-%20Full%20report23%20_09%202018-ilovepdf-compressed.pdf). Poverty line is absolute. Government estimate.",,
2,"Source: National Statistics and Information Authority (NSIA, formerly CSO)Â Â NRVA 2011-12 Poverty report (http://cso.gov.af/Content/files/ALCS/ALCS%202016-17%20Analysis%20report%20-%20Full%20report23%20_09%202018-ilovepdf-compressed.pdf). Poverty line is absolute. Government estimate.",,
3,"Source: National Statistics and Information Authority (NSIA, formerly CSO)Â Â NRVA 2007-08 Poverty report (http://cso.gov.af/Content/files/ALCS/ALCS%202016-17%20Analysis%20report%20-%20Full%20report23%20_09%202018-ilovepdf-compressed.pdf). Poverty line is absolute. Government estimate.",,
4,Source: INSTAT. Poverty line is relative.,,
5,"Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",,
7,Source: World Bank Poverty Assessment (2020),,
8,"Source: Instituto Nacional de Estadisticas y Censos (INDEC), EPH-C, Second semester. Poverty line is absolute. World Bank estimate.",,
9,Source: Poverty line is absolute. World Bank estimate.,,
10,Source: National Statistical Service of the Republic of Armenia. Poverty line is absolute. Government estimate.,,
11,Source: Social conditions and living standards of the population in the Republic of Belarus. National Statistical Committee of the Republic of Belarus. The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.,,
12,Source: INSAE. Poverty line is absolute. Government estimate.,,
13,Source: Encuesta de Hogares; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.,,
14,Source: Statistics Botswana,,
15,Source: INSD,,
16,Source: ECVMB 2014,,
17,Source: QUIBB 2006,,
18,Source: Ongoing poverty assessment,,
19,Source: Instituto Nacional de Estatistica (INE).,,
20,Source: 2021 EHCVM,,
21,Source: INSEED,,
22,Source: Ministry of Social Development. Encuestade CaracterizaciÃ³n SocioeconÃ³mica Nacional(CASEN). Poverty line is absolute.,,
23,Source: Poverty: 2021 China Yearbook. Povertyline is absolute. Government estimate.,,
24,Source: Poverty: 2020 China Yearbook. Povertyline is absolute. Government estimate.,,
25,Source: Poverty: 2019 China Yearbook. Povertyline is absolute. Government estimate.,,
26,Source: DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,,
27,Source: EESIC 2014 survey,,
28,"Source: Poverty Assessment, 2017",,
29,Source: INEC/Encuesta Nacional de Hogares (Enaho) 2022,,
30,Source: INEC/Encuesta Nacional de Hogares (Enaho) 2021,,
31,Source: INEC/Encuesta Nacional de Hogares (Enaho) 2020,,
32,Source: INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2018.,,
33,Source: INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017.,,
34,Source: Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT),,
35,"Source: INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",,
36,Source: ONEC - Encuesta de Hogares de Propositos Multiples 2022,,
37,Source: ONEC - Encuesta de Hogares de Propositos Multiples 2021,,
38,Source: DIGESTYC - Encuesta de Hogares de Propositos Multiples 2020,,
39,Source: Swaziland Centrral Statistics Office,,
40,"Source: FDRE, 2017",,
41,Source: Fiji Bureau of Statistics official release,,
42,Source: EGEP 2017,,
43,Source: EGEP 2005,,
44,Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.,,
45,Source: Geostat. https://www.geostat.ge/en/modules/categories/192/living-conditions. Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.,,
46,Source: Ghana Statistical Service,,
47,Source: Poverty Profile in Ghana (2005 - 2013). Poverty line is absolute. Government estimate.,,
48,Source: Poverty Profile in Ghana (2005-2013). Poverty line is absolute. Government estimate.,,
49,"Source: National Statistical Institute, Encuesta nacional de condiciones de vida",,
50,Source: NSO,,
51,Source: EHCVM 2018/19,,
52,Source: ILAP 2010,,
53,Source: EnquÃªte sur les conditions de vie des mÃ©nages aprÃ¨s le sÃ©isme 2012,,
54,Source: INE. Encuesta Permanente de Hogares de PropÃ³sitos Multiples (EPHPM). Household poverty. Poverty line is absolute. Government estimate.,,
55,Source: Population figures are from Povcalnet and poverty figures are the official national estimates,,
56,Source: Statistics Indonesia (Badan Pusat Statistik). Poverty line is absolute. Government estimate.,,
57,Source: Jordan Department of Statistics,,
58,Source: Statistics of Kazakhstan. Poverty line is absolute. Government estimate.,,
59,"Source: Basic Report on well-being in Kenya, https://www.knbs.or.ke/publications/",,
60,Source: 2019/20 Household Income and Expenditure Survey (HIES). Poverty line is absolute.,,
61,"Source: Official Reports from KAS and WB (2012-2015, 2009-2011) and WB Kosovo Poverty Assessment 2007",,
62,Source: National Statistical Committee of the Kyrgyz Republic. Poverty line is absolute. Government estimate.,,
63,Source: Government of Lao PDR,,
64,Source: CMSHBS 2017/18,,
65,Source: HIES 2016,,
66,Source: HIES 2014,,
67,Source: Poverty Assessment. Poverty line is absolute.,,
68,"Source: New household survey (IHS4), Malawi NSO.. Poverty line is absolute.",,
69,Source: Department of Statistics Malaysia,,
70,Source: HIES 2019,,
71,Source: EMOP. Poverty line is absolute.,,
72,"Source: Geography of Poverty in Mali, World Bank 2015. http://documents.worldbank.org/curated/en/877031468299934506/Mali-Geography-of-poverty-in-Mali. Poverty line is absolute.",,
73,Source: Household Income and Expenditure Survey 2019/2020 (https://sdd.spc.int/news/2022/07/16/marshall-islands-compendium). Poverty line is absolute. Government estimate.,,
74,Source: ANSADE/WB. Poverty line is absolute.,,
75,"Source: HBS, income based relative (50% of median income) poverty line in per adult equivalent terms",,
76,Source: HBS,,
77,Source: Coneval using ENIGH,,
78,Source: National Bureau of Statistics of the Republic of Moldova. Poverty line is absolute. Government estimate.,,
79,Source: World Bank using MLCS/EAPPOV/GMD,,
80,Source: World Bank using MPLCS/EAPPOV/GMD.,,
81,Source: World Bank using IHLCA/EAPPOV/GMD,,
82,"Source: NHIES 2015/2016 survey report, Namibia Statistics Agency",,
83,Source: Namibia Statistics Agency,,
84,"Source: INIDE / EMNV 2001, 2005, 2009, 2014, and 2016",,
85,Source: NBS,,
86,Source: Ministerio de EconomÃ­a y Finanzas. Poverty line is absolute. Government estimate.,,
87,Source: Minstry of Economics and Finance,,
88,Source: https://www.ine.gov.py/publication-single.php?codec=MTEx,,
89,Source: INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,
90,Source: The Philippines Statistics Authority (PSA). Poverty line is absolute. Government estimate.,,
91,Source: Poverty line is absolute. Government estimate.,,
92,Source: Rosstat/WDI,,
93,Source: EICV 5 surveyÂ  (National institute of Statistics Rwanda),,
94,Source: EICV 4 survey (National Institute of Statistics Rwanda),,
95,Source: IOF2017,,
96,Source: World Bank Staff Calculation based on welfare aggregate provided by NSO and home production consumed. Poverty line is absolute.,,
97,Source: Poverty line is absolute.,,
98,Source: Poverty Assessment,,
99,Source: Somalia National Bureau of Statistics. 2023. Somalia Poverty Report,,
100,Source: Department of Census and Statistics and World Bank staff calculations based on Household Income and Expenditure Survey. Poverty line is absolute.,,
101,Source: Department of Census and Statistics. Poverty line is absolute.,,
102,"Source: SLC/HBS 2006 and 2016, Central Statistical Office (https://www.stats.gov.lc/?s=poverty)",,
103,Source: TurkStat. Poverty line is relative. Government estimate. (www.tuik.gov.tr),,
104,Source: TajStat,,
105,Source: Tanzania Mainland Household Budget Survey. Poverty line is absolute. Government estimate.,,
106,"Source: National Statistical Office. Thailand Socio-economic Survey (SES), compiled by Office of the National Economic and Social Development Board, NESDB The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.",,
107,Source: IHS 2020,,
108,Source: IHS 2015,,
109,Source: IHS 2010,,
110,Source: Institut National de la Statistique et des Etudes Economiques et DÃ©mographiques (INSEED). Poverty line is absolute. Government estimate.,,
111,Source: Institut National de la Statistique (INS). Poverty line is absolute. Government estimate.,,
112,Source: UBOS,,
113,Source: State Statistics Service of Ukraine The welfare measure used is income per adult equivalent. Poverty line is absolute. Government estimate.Ukrstat: https://ukrstat.gov.ua/druk/publicat/kat_u/2021/zb/06/vrd_20_ue.pdf,,
114,Source: Instituto Nacional de Estadistica de Uruguay (INE) - Encuesta Continua de Hogares (ECH). Poverty line is absolute. Government estimate.,,
115,Source: Hardship in Vanuatu 2019â€“2020 NSDP Baseline Survey (https://vnso.gov.vu/index.php/en/nsdp-baseline-survey/analysis#hardship). Poverty line is absolute. Government/World Bank estimate.,,
116,Source: General Statistics Office of Vietnam. Poverty line is absolute. Government estimate.,,
117,Source: Palestinian Central Bureau of Statistics,,
118,Source: Central Statistical office of Zambia,,
119,Source: Mini-PICES 2019 (April/ May 2019),,
120,Source: Poverty Income and Consumption Expenditure Survey (PICES) 2017.,,
121,Source: Poverty Income and Consumption Expenditure Survey (PICES) 2011/12.,,
122,Source: Poverty Income and Consumption Expenditure Survey (PICES) 2001/02,,
